Protein,TotalFat,Carbohydrate,Sodium,SaturatedFat,Cholesterol,Sugar,Calcium,Iron,Potassium,VitaminC,VitaminE,VitaminD,Calories
-1.0005737593061035,3.2813570109516874,-0.7469481949246917,1.2988950132482133,3.088601333696512,3.59975319886921,-0.6958045271605932,-0.3798392442359671,-0.9079177428667509,-1.2800867524298547,-0.592028160988124,2.1120324240464807,0.0,717.0
-1.0005737593061035,3.2813570109516874,-0.7469481949246917,1.6246251944623988,3.088601333696512,3.6791858138683273,-0.6958045271605932,-0.3798392442359671,-0.8450745161493761,-1.2697056532348483,-0.592028160988124,2.1120324240464807,0.0,717.0
-1.0531500253784583,3.2813570109516874,-0.7491199833754901,-0.7534933851986894,3.088601333696512,4.413937502610161,-0.7072004035484162,-0.7459856104112969,-0.9168953466835187,-1.3787071947824148,-0.592028160988124,2.1120324240464807,0.0,876.0
0.8949389911972098,1.627199925753612,-0.6644202337943471,3.261923804459366,3.088601333696512,0.8196116739001076,-0.6122347669832243,2.5859463217842036,-0.7777424875236174,-0.0758792458091213,-0.592028160988124,-0.3575783278170165,0.0,353.0
1.064658867641302,1.7054047621718789,-0.6481318204133582,0.8549795450448101,3.088601333696512,1.1969165951459144,-0.6103354542519205,2.5859463217842036,-0.7238768646230106,-0.6987451975095006,-0.592028160988124,-0.3189906598191493,0.0,371.0
0.8349836000620686,1.539011493196843,-0.7328315699945012,1.0538767353437375,3.088601333696512,1.3160655176445903,-0.6217313306397435,2.549331685166671,-0.6924552512643232,-0.61569640394945,-0.592028160988124,-0.39616599581488365,0.0,334.0
0.7473564899414775,1.2544790032495319,-0.7324696052527013,1.6678637140926005,3.088601333696512,0.7600372126507697,-0.6198320179084397,2.5859463217842036,-0.7687648837068496,-0.4340271680368394,-0.592028160988124,-0.511928999808485,0.0,300.0
1.2436026504138777,1.6654703776178703,-0.6383587723847647,1.2297133818398907,3.088601333696512,1.1770584413961351,-0.44224627753153095,2.5859463217842036,-0.6296120245469483,-0.9219388302021365,-0.592028160988124,-0.28040299182128214,0.0,376.0
1.2177757126941244,1.993265117498691,-0.7027884964251213,1.0308161915409633,3.088601333696512,1.4153562863934868,-0.6084361415206166,2.5859463217842036,-0.6116568169134127,-0.8959860822146207,-0.592028160988124,-0.203227655825548,0.0,403.0
1.0766499458683305,1.7819456659003956,-0.5761008367952065,1.2585390615933585,3.088601333696512,1.3756399788939282,-0.44224627753153095,2.5859463217842036,-0.8226305066074566,-0.9115577310071302,-0.592028160988124,-0.28040299182128214,0.0,387.0
